locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKFKEDI_04544	CDS	2496	fryA_2		COG1080	Multiphosphoryl transfer protein 1
EJKFKEDI_04545	CDS	858	rhaR_4			HTH-type transcriptional activator RhaR
EJKFKEDI_04546	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
EJKFKEDI_04547	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
EJKFKEDI_04548	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
EJKFKEDI_04549	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
EJKFKEDI_04550	CDS	243				hypothetical protein
EJKFKEDI_04551	CDS	276				hypothetical protein
EJKFKEDI_04552	CDS	633	yfdX			Protein YfdX
EJKFKEDI_04553	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
EJKFKEDI_04554	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
EJKFKEDI_04555	CDS	945				hypothetical protein
EJKFKEDI_04556	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
EJKFKEDI_04557	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
EJKFKEDI_04558	CDS	615	evgA			DNA-binding transcriptional activator EvgA
EJKFKEDI_04559	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
EJKFKEDI_04560	CDS	1539	emrY			putative multidrug resistance protein EmrY
EJKFKEDI_04561	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
EJKFKEDI_04562	CDS	1338	dsdX			D-serine transporter DsdX
EJKFKEDI_04563	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
EJKFKEDI_04564	CDS	228				hypothetical protein
EJKFKEDI_04565	CDS	861				hypothetical protein
EJKFKEDI_04566	CDS	1005				hypothetical protein
EJKFKEDI_04567	CDS	591				hypothetical protein
EJKFKEDI_04568	CDS	237				hypothetical protein
EJKFKEDI_04569	CDS	411				hypothetical protein
EJKFKEDI_04570	CDS	2688				hypothetical protein
EJKFKEDI_04571	CDS	273				hypothetical protein
EJKFKEDI_04572	CDS	882				hypothetical protein
EJKFKEDI_04573	CDS	483				hypothetical protein
EJKFKEDI_04574	CDS	426				hypothetical protein
EJKFKEDI_04575	CDS	351				hypothetical protein
EJKFKEDI_04576	CDS	405				hypothetical protein
EJKFKEDI_04577	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
EJKFKEDI_04578	CDS	699				hypothetical protein
EJKFKEDI_04579	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
EJKFKEDI_04580	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
EJKFKEDI_04581	CDS	273				hypothetical protein
EJKFKEDI_04582	CDS	1299	kgtP_2			Alpha-ketoglutarate permease
EJKFKEDI_04583	rRNA	111				5S ribosomal RNA
EJKFKEDI_04584	rRNA	2901				23S ribosomal RNA
EJKFKEDI_04585	tRNA	76				tRNA-Glu(ttc)
EJKFKEDI_04586	rRNA	1538				16S ribosomal RNA
EJKFKEDI_04587	CDS	2574	clpB		COG0542	Chaperone protein ClpB
EJKFKEDI_04588	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
EJKFKEDI_04589	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EJKFKEDI_04590	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
EJKFKEDI_04591	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
EJKFKEDI_04592	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
EJKFKEDI_04593	CDS	1122	tyrA		COG0287	T-protein
EJKFKEDI_04594	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EJKFKEDI_04595	CDS	366				hypothetical protein
EJKFKEDI_04596	CDS	519				hypothetical protein
EJKFKEDI_04597	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
EJKFKEDI_04598	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
EJKFKEDI_04599	CDS	348	rplS		COG0335	50S ribosomal protein L19
EJKFKEDI_04600	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
EJKFKEDI_04601	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
EJKFKEDI_04602	CDS	249	rpsP		COG0228	30S ribosomal protein S16
EJKFKEDI_04603	CDS	1362	ffh		COG0541	Signal recognition particle protein
EJKFKEDI_04604	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
EJKFKEDI_04605	CDS	1242				hypothetical protein
EJKFKEDI_04606	CDS	594	grpE		COG0576	Protein GrpE
EJKFKEDI_04607	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
EJKFKEDI_04608	CDS	1662	recN		COG0497	DNA repair protein RecN
EJKFKEDI_04609	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
EJKFKEDI_04610	CDS	291	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
EJKFKEDI_04611	CDS	477	pasT		COG2867	Persistence and stress-resistance toxin PasT
EJKFKEDI_04612	CDS	483	smpB		COG0691	SsrA-binding protein
EJKFKEDI_04613	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
EJKFKEDI_04614	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
EJKFKEDI_04615	CDS	1266	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
EJKFKEDI_04616	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
EJKFKEDI_04617	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
EJKFKEDI_04618	CDS	1401	gabP		COG1113	GABA permease
EJKFKEDI_04619	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
EJKFKEDI_04620	CDS	450	kbp		COG1652	Potassium binding protein Kbp
EJKFKEDI_04621	CDS	159				hypothetical protein
EJKFKEDI_04622	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
EJKFKEDI_04623	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
EJKFKEDI_04624	CDS	405	stpA		COG2916	DNA-binding protein StpA
EJKFKEDI_04625	CDS	450	alaE			L-alanine exporter AlaE
EJKFKEDI_04626	CDS	345				hypothetical protein
EJKFKEDI_04627	CDS	330	ygaM		COG4575	putative protein YgaM
EJKFKEDI_04628	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
EJKFKEDI_04629	CDS	411	nrdI		COG1780	Protein NrdI
EJKFKEDI_04630	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
EJKFKEDI_04631	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
EJKFKEDI_04632	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
EJKFKEDI_04633	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
EJKFKEDI_04634	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
EJKFKEDI_04635	CDS	1185				putative transporter
EJKFKEDI_04636	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
EJKFKEDI_04637	CDS	336				hypothetical protein
EJKFKEDI_04638	CDS	531	mprA_2		COG1846	Transcriptional repressor MprA
EJKFKEDI_04639	CDS	1173	emrA_2		COG1566	Multidrug export protein EmrA
EJKFKEDI_04640	CDS	1539	emrB_2			Multidrug export protein EmrB
EJKFKEDI_04641	CDS	708				hypothetical protein
EJKFKEDI_04642	CDS	1113				hypothetical protein
EJKFKEDI_04643	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EJKFKEDI_04644	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
EJKFKEDI_04645	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
EJKFKEDI_04646	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
EJKFKEDI_04647	tRNA	77				tRNA-Arg(acg)
EJKFKEDI_04648	tRNA	77				tRNA-Arg(acg)
EJKFKEDI_04649	tRNA	77				tRNA-Arg(acg)
EJKFKEDI_04650	tRNA	77				tRNA-Arg(acg)
EJKFKEDI_04651	tRNA	93				tRNA-Ser(gct)
EJKFKEDI_04652	CDS	186	csrA		COG1551	Carbon storage regulator
EJKFKEDI_04653	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
EJKFKEDI_04654	CDS	501	recX		COG2137	Regulatory protein RecX
EJKFKEDI_04655	CDS	1062	recA		COG0468	Protein RecA
EJKFKEDI_04656	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
EJKFKEDI_04657	CDS	240				hypothetical protein
EJKFKEDI_04658	CDS	1086	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
EJKFKEDI_04659	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
EJKFKEDI_04660	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
EJKFKEDI_04661	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
EJKFKEDI_04662	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
EJKFKEDI_04663	CDS	360				hypothetical protein
EJKFKEDI_04664	CDS	774	srlR_6		COG1349	Glucitol operon repressor
EJKFKEDI_04665	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
EJKFKEDI_04666	CDS	1515	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
EJKFKEDI_04667	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
EJKFKEDI_04668	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
EJKFKEDI_04669	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
EJKFKEDI_04670	CDS	528	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
EJKFKEDI_04671	CDS	204				hypothetical protein
EJKFKEDI_04672	CDS	438				hypothetical protein
EJKFKEDI_04673	CDS	420	higA_2		COG5499	Antitoxin HigA
EJKFKEDI_04674	CDS	468	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
EJKFKEDI_04675	CDS	411				hypothetical protein
EJKFKEDI_04676	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
EJKFKEDI_04677	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
EJKFKEDI_04678	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
EJKFKEDI_04679	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
EJKFKEDI_04680	CDS	1827	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
EJKFKEDI_04681	CDS	612	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
EJKFKEDI_04682	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
EJKFKEDI_04683	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
EJKFKEDI_04684	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
EJKFKEDI_04685	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
EJKFKEDI_04686	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
EJKFKEDI_04687	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
EJKFKEDI_04688	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
EJKFKEDI_04689	CDS	429	mopA		COG2005	Molybdenum-pterin-binding protein MopA
EJKFKEDI_04690	CDS	345				hypothetical protein
EJKFKEDI_04691	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
EJKFKEDI_04692	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
EJKFKEDI_04693	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
EJKFKEDI_04694	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
EJKFKEDI_04695	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
EJKFKEDI_04696	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
EJKFKEDI_04697	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
EJKFKEDI_04698	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
EJKFKEDI_04699	CDS	1044				hypothetical protein
EJKFKEDI_04700	CDS	552	fldP			Flavodoxin FldP
EJKFKEDI_04701	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
EJKFKEDI_04702	CDS	1140	nlpD_2		COG0739	Murein hydrolase activator NlpD
EJKFKEDI_04703	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
EJKFKEDI_04704	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
EJKFKEDI_04705	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
EJKFKEDI_04706	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
EJKFKEDI_04707	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EJKFKEDI_04708	CDS	312	ftsB		COG2919	Cell division protein FtsB
EJKFKEDI_04709	CDS	324	ygbE			Inner membrane protein YgbE
EJKFKEDI_04710	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
EJKFKEDI_04711	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
EJKFKEDI_04712	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
EJKFKEDI_04713	CDS	1038				hypothetical protein
EJKFKEDI_04714	CDS	105				hypothetical protein
EJKFKEDI_04715	CDS	153	hokE_3			Toxic protein HokE
EJKFKEDI_04716	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
EJKFKEDI_04717	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
EJKFKEDI_04718	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
EJKFKEDI_04719	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
EJKFKEDI_04720	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
EJKFKEDI_04721	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
EJKFKEDI_04722	CDS	576	ygcP		COG1954	putative protein YgcP
EJKFKEDI_04723	CDS	861	fixB_3			Protein FixB
EJKFKEDI_04724	CDS	780				hypothetical protein
EJKFKEDI_04725	CDS	1410	ygcS_3			Inner membrane metabolite transport protein YgcS
EJKFKEDI_04726	CDS	1455				hypothetical protein
EJKFKEDI_04727	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EJKFKEDI_04728	CDS	1278	yqcE			Inner membrane protein YqcE
EJKFKEDI_04729	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
EJKFKEDI_04730	CDS	921	scrK	2.7.1.4	COG0524	Fructokinase
EJKFKEDI_04731	CDS	1518	scrY			Sucrose porin
EJKFKEDI_04732	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
EJKFKEDI_04733	CDS	1404	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
EJKFKEDI_04734	CDS	1008	cra_2		COG1609	Catabolite repressor/activator
EJKFKEDI_04735	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
EJKFKEDI_04736	CDS	108	yqcG			putative protein YqcG
EJKFKEDI_04737	CDS	873				hypothetical protein
EJKFKEDI_04738	CDS	1299	eno	4.2.1.11	COG0148	Enolase
EJKFKEDI_04739	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
EJKFKEDI_04740	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
EJKFKEDI_04741	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
EJKFKEDI_04742	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
EJKFKEDI_04743	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
EJKFKEDI_04744	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
EJKFKEDI_04745	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
EJKFKEDI_04746	CDS	1353	gudP			putative glucarate transporter
EJKFKEDI_04747	CDS	450			COG0716	putative protein
EJKFKEDI_04748	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
EJKFKEDI_04749	CDS	330	yqcC		COG3098	putative protein YqcC
EJKFKEDI_04750	CDS	546	syd			Protein Syd
EJKFKEDI_04751	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
EJKFKEDI_04752	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
EJKFKEDI_04753	CDS	1290	sdaC		COG0814	Serine transporter
EJKFKEDI_04754	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
EJKFKEDI_04755	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
EJKFKEDI_04756	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
EJKFKEDI_04757	CDS	648	fucA_3	4.1.2.17	COG0235	L-fuculose phosphate aldolase
EJKFKEDI_04758	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
EJKFKEDI_04759	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
EJKFKEDI_04760	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
EJKFKEDI_04761	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
EJKFKEDI_04762	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
EJKFKEDI_04763	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
EJKFKEDI_04764	CDS	396				hypothetical protein
EJKFKEDI_04765	CDS	918	gcvA			Glycine cleavage system transcriptional activator
EJKFKEDI_04766	CDS	228	ygdR_2			putative lipoprotein YgdR
EJKFKEDI_04767	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
EJKFKEDI_04768	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
EJKFKEDI_04769	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
EJKFKEDI_04770	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
EJKFKEDI_04771	tRNA	77				tRNA-Met(cat)
EJKFKEDI_04772	tRNA	77				tRNA-Met(cat)
EJKFKEDI_04773	tRNA	77				tRNA-Met(cat)
EJKFKEDI_04774	CDS	501				hypothetical protein
EJKFKEDI_04775	CDS	1539				hypothetical protein
EJKFKEDI_04776	CDS	1338				hypothetical protein
EJKFKEDI_04777	CDS	666				hypothetical protein
EJKFKEDI_04778	CDS	1653	ompA_2			Outer membrane protein A
EJKFKEDI_04779	CDS	492	hcpA_2		COG3157	Major exported protein
EJKFKEDI_04780	CDS	2637	clpV1		COG0542	Protein ClpV1
EJKFKEDI_04781	CDS	231				hypothetical protein
EJKFKEDI_04782	CDS	417	vapC_1	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
EJKFKEDI_04783	CDS	1566				hypothetical protein
EJKFKEDI_04784	CDS	1023				hypothetical protein
EJKFKEDI_04785	CDS	378			COG1662	IS1 family transposase IS1A
EJKFKEDI_04786	CDS	276			COG1662	IS1 family transposase IS1A
EJKFKEDI_04787	CDS	258				hypothetical protein
EJKFKEDI_04788	CDS	183				hypothetical protein
EJKFKEDI_04789	CDS	1170				hypothetical protein
EJKFKEDI_04790	CDS	294				hypothetical protein
EJKFKEDI_04791	CDS	276				hypothetical protein
EJKFKEDI_04792	CDS	279				hypothetical protein
EJKFKEDI_04793	CDS	753	rhmR_3		COG1414	putative HTH-type transcriptional regulator RhmR
EJKFKEDI_04794	CDS	924	kdgT_2			2-keto-3-deoxygluconate permease
EJKFKEDI_04795	CDS	381	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EJKFKEDI_04796	CDS	891	yjhH_2	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
EJKFKEDI_04797	CDS	228	ahr_2	1.1.1.2	COG1064	Aldehyde reductase Ahr
EJKFKEDI_04798	CDS	867	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
EJKFKEDI_04799	CDS	888	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
EJKFKEDI_04800	CDS	825	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EJKFKEDI_04801	CDS	1074	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
EJKFKEDI_04802	CDS	1311	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
EJKFKEDI_04803	CDS	294			COG3385	IS4 family transposase ISEc13
EJKFKEDI_04804	CDS	174				hypothetical protein
EJKFKEDI_04805	CDS	447				IS3 family transposase IS629
EJKFKEDI_04806	CDS	459				IS3 family transposase IS629
EJKFKEDI_04807	CDS	705				IS6 family transposase IS26
EJKFKEDI_04808	CDS	555	agp_2	3.1.3.10		Glucose-1-phosphatase
EJKFKEDI_04809	CDS	486				hypothetical protein
EJKFKEDI_04810	CDS	486	resA		COG0526	Thiol-disulfide oxidoreductase ResA
EJKFKEDI_04811	CDS	696	lolD_3	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EJKFKEDI_04812	CDS	1131				hypothetical protein
EJKFKEDI_04813	CDS	1284				hypothetical protein
EJKFKEDI_04814	CDS	1380				hypothetical protein
EJKFKEDI_04815	CDS	528	tpd		COG3470	34 kDa membrane antigen
EJKFKEDI_04816	CDS	1941				hypothetical protein
EJKFKEDI_04817	CDS	762	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
EJKFKEDI_04818	CDS	705				IS6 family transposase IS26
EJKFKEDI_04819	CDS	906				hypothetical protein
EJKFKEDI_04820	CDS	1239	tap_2			Multidrug efflux pump Tap
EJKFKEDI_04821	CDS	585				hypothetical protein
EJKFKEDI_04822	CDS	765				IS6 family transposase IS6100
EJKFKEDI_04823	CDS	306			COG1695	Transcriptional regulator
EJKFKEDI_04824	CDS	1206	srpC		COG2059	putative chromate transport protein
EJKFKEDI_04825	CDS	225				hypothetical protein
EJKFKEDI_04826	CDS	840	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
EJKFKEDI_04827	CDS	348	emrE_2		COG2076	Multidrug transporter EmrE
EJKFKEDI_04828	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
EJKFKEDI_04829	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
EJKFKEDI_04830	CDS	1014	xerC_5			Tyrosine recombinase XerC
EJKFKEDI_04831	CDS	201				hypothetical protein
EJKFKEDI_04832	CDS	330				hypothetical protein
EJKFKEDI_04833	CDS	705				IS6 family transposase IS26
EJKFKEDI_04834	CDS	876	bla_1	3.5.2.6		Beta-lactamase CTX-M-1
EJKFKEDI_04835	CDS	273				hypothetical protein
EJKFKEDI_04836	CDS	2016				Tn3 family transposase Tn2
EJKFKEDI_04837	CDS	705				IS6 family transposase IS26
EJKFKEDI_04838	CDS	549	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
EJKFKEDI_04839	CDS	876	bla_2	3.5.2.6		Beta-lactamase OXA-1
EJKFKEDI_04840	CDS	600	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
EJKFKEDI_04841	CDS	705				IS6 family transposase IS26
EJKFKEDI_04842	CDS	1530				Tn3 family transposase TnAs1
EJKFKEDI_04843	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
EJKFKEDI_04844	CDS	1200	tetA			Tetracycline resistance protein, class C
EJKFKEDI_04845	CDS	885				hypothetical protein
EJKFKEDI_04846	CDS	822				Tn3 family transposase TnAs1
EJKFKEDI_04847	CDS	606	pinR	3.1.22.-	COG1961	Serine recombinase PinR
EJKFKEDI_04848	CDS	2898				Tn3 family transposase
EJKFKEDI_04849	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
EJKFKEDI_04850	CDS	258	pemI			Antitoxin PemI
EJKFKEDI_04851	CDS	654				hypothetical protein
EJKFKEDI_04852	CDS	858				hypothetical protein
EJKFKEDI_04853	CDS	255				hypothetical protein
EJKFKEDI_04854	CDS	591				hypothetical protein
EJKFKEDI_04855	CDS	210	hha_2			Hemolysin expression-modulating protein Hha
EJKFKEDI_04856	CDS	462	yhcR_1	3.1.31.-	COG0737	Endonuclease YhcR
EJKFKEDI_04857	CDS	378			COG1662	IS1 family transposase IS1R
EJKFKEDI_04858	CDS	276			COG1662	IS1 family transposase IS1D
EJKFKEDI_04859	CDS	327	traD			Coupling protein TraD
EJKFKEDI_04860	CDS	738				hypothetical protein
EJKFKEDI_04861	CDS	732	ylpA			Lipoprotein YlpA
EJKFKEDI_04862	CDS	480				hypothetical protein
EJKFKEDI_04863	CDS	2823				hypothetical protein
EJKFKEDI_04864	CDS	999				hypothetical protein
EJKFKEDI_04865	CDS	705				IS6 family transposase IS15
EJKFKEDI_04866	CDS	1362				hypothetical protein
EJKFKEDI_04867	CDS	231				hypothetical protein
EJKFKEDI_04868	CDS	192				hypothetical protein
EJKFKEDI_04869	CDS	423				hypothetical protein
EJKFKEDI_04870	CDS	426	klcA_3			Antirestriction protein KlcA
EJKFKEDI_04871	CDS	828				hypothetical protein
EJKFKEDI_04872	CDS	435				hypothetical protein
EJKFKEDI_04873	CDS	222				hypothetical protein
EJKFKEDI_04874	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
EJKFKEDI_04875	CDS	927				hypothetical protein
EJKFKEDI_04876	CDS	972	sopB			Protein SopB
EJKFKEDI_04877	CDS	1167				hypothetical protein
EJKFKEDI_04878	CDS	756	repE_1			Replication initiation protein
EJKFKEDI_04879	CDS	807	xerC_6			Tyrosine recombinase XerC
EJKFKEDI_04880	CDS	306	ccdB			Toxin CcdB
EJKFKEDI_04881	CDS	219	ccdA			Antitoxin CcdA
EJKFKEDI_04882	CDS	513				hypothetical protein
EJKFKEDI_04883	CDS	1122				hypothetical protein
EJKFKEDI_04884	CDS	426				hypothetical protein
EJKFKEDI_04885	CDS	351				hypothetical protein
EJKFKEDI_04886	CDS	1614				IS66 family transposase ISEc23
EJKFKEDI_04887	CDS	774				hypothetical protein
EJKFKEDI_04888	CDS	501				hypothetical protein
EJKFKEDI_04889	CDS	231				hypothetical protein
