Plasmid,Plasmid Length,Resistance,Resistance Gene,Resistance Count,TF Protein,TF Gene,TF Gene Simplified,TF Count,DeepTFactor Locus_ID,DeepTF Count
NZ_CP071440.1,98698,"['BETA-LACTAM', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'TETRACYCLINE', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN']","['blaTEM-1', 'mph(A)', 'sul1', 'aadA5', 'dfrA17', 'tet(B)', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id']",9,"['Uncharacterized HTH-type transcriptional regulator RhmR', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Transcriptional regulator Rv3488', 'Tetracycline repressor protein class B from transposon Tn10', 'Uncharacterized HTH-type transcriptional regulator YdfF', 'HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Mercuric resistance operon regulatory protein', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Transcriptional repressor PifC (Protein C)']","['rhmR yfaX b2248 JW2242', 'yfiR BSU08370', 'Rv3488', 'tetR', 'ydfF BSU05390', 'merD', 'merR', 'finO L7001 ECO57PM64', 'pifC C repC ECOK12F041']","['rhmR', 'yfiR', 'Rv3488', 'tetR', 'ydfF', 'merD', 'merR', 'finO', 'pifC']",9,"['AIGKJLNH_00009', 'AIGKJLNH_00023', 'AIGKJLNH_00029', 'AIGKJLNH_00039', 'AIGKJLNH_00042', 'AIGKJLNH_00043', 'AIGKJLNH_00053', 'AIGKJLNH_00076', 'AIGKJLNH_00081', 'AIGKJLNH_00093', 'AIGKJLNH_00103']",11
NZ_CP071442.1,159571,"['TETRACYCLINE', 'TRIMETHOPRIM', 'BETA-LACTAM', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'KANAMYCIN']","['tet(A)', 'dfrA5', 'blaTEM-1', 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', ""aph(3')-Ia""]",7,"['Tetracycline repressor protein class A from transposon 1721', 'HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Mercuric resistance operon regulatory protein', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['tetR', 'merD', 'merR', 'repA2 copB repB CP0258', 'finO L7001 ECO57PM64']","['tetR', 'merD', 'merR', 'repA2', 'finO']",5,"['LDJFMHMM_00010', 'LDJFMHMM_00020', 'LDJFMHMM_00023', 'LDJFMHMM_00024', 'LDJFMHMM_00026', 'LDJFMHMM_00054', 'LDJFMHMM_00059', 'LDJFMHMM_00080', 'LDJFMHMM_00085', 'LDJFMHMM_00127', 'LDJFMHMM_00143', 'LDJFMHMM_00157']",12
NZ_CP071443.1,88573,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['JIBKHEMD_00007', 'JIBKHEMD_00021', 'JIBKHEMD_00034', 'JIBKHEMD_00041', 'JIBKHEMD_00092']",5
NZ_CP071523.1,49606,['None'],['None'],0,['None'],['None'],['None'],0,"['MMNNDIKL_00009', 'MMNNDIKL_00014', 'MMNNDIKL_00034', 'MMNNDIKL_00041', 'MMNNDIKL_00042', 'MMNNDIKL_00056']",6
NZ_CP071524.1,5628,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP072323.1,142201,"['TETRACYCLINE', 'CHLORAMPHENICOL;FLORFENICOL', 'STREPTOMYCIN', 'STREPTOMYCIN', 'KANAMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'STREPTOMYCIN', 'BETA-LACTAM', 'MACROLIDE', 'TRIMETHOPRIM']","['tet(A)', 'floR', 'aph(6)-Id', ""aph(3'')-Ib"", ""aph(3')-Ia"", 'aadA1', 'sul3', 'aadA2', 'blaTEM-1', 'mph(A)', 'dfrA14']",11,"['Replication regulatory protein repA2 (Protein CopB)', 'Tetracycline repressor protein class A from transposon 1721', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB repB CP0258', 'tetR', 'nmcR', 'yfiR BSU08370', 'finO']","['repA2', 'tetR', 'nmcR', 'yfiR', 'finO']",5,"['EMAOOPII_00009', 'EMAOOPII_00011', 'EMAOOPII_00015', 'EMAOOPII_00019', 'EMAOOPII_00020', 'EMAOOPII_00022', 'EMAOOPII_00041', 'EMAOOPII_00044', 'EMAOOPII_00071', 'EMAOOPII_00120', 'EMAOOPII_00129']",11
NZ_CP072324.1,63590,['CARBAPENEM'],['blaOXA-48'],1,"['Uncharacterized HTH-type transcriptional regulator HI_1364 (ORF2)', 'Cryptic phage CTXphi transcriptional repressor RstR', 'Transcriptional repressor protein KorC', 'Replication regulatory protein repA2 (Protein CopB)']","['HI_1364', 'rstR1 VC_1455; rstR2 VC_1464', 'korC', 'repA2 copB L7006 ECO57PM67']","['HI_1364', 'rstR1', 'korC', 'repA2']",4,"['LJIHOMBO_00001', 'LJIHOMBO_00009', 'LJIHOMBO_00022', 'LJIHOMBO_00029', 'LJIHOMBO_00043']",5
NZ_CP072803.1,267745,"['COLISTIN', 'KANAMYCIN', 'STREPTOMYCIN', 'LINCOSAMIDE', 'SULFONAMIDE', 'TETRACYCLINE', 'STREPTOMYCIN', 'CHLORAMPHENICOL;FLORFENICOL', 'RIFAMYCIN', 'TRIMETHOPRIM']","['mcr-1.1', ""aph(3')-Ia"", 'aadA8', 'lnu(F)', 'sul3', 'tet(A)', 'aph(6)-Id', 'floR', 'arr-2', 'dfrA14']",10,"['Probable tellurium resistance transcriptional regulator TerW', 'Uncharacterized HTH-type transcriptional regulator MJ0272', 'Transcriptional activator RamA', 'FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)', 'Uncharacterized HTH-type transcriptional regulator MTH_1328', 'Probable transcriptional regulatory protein SilR', 'Transcriptional regulatory protein PcoR', 'Tetracycline repressor protein class A from transposon 1721', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator']","['terW', 'MJ0272', 'ramA', 'POB3 DEHA2D11374g', 'MTH_1328', 'silR', 'pcoR', 'tetR', 'nmcR']","['terW', 'MJ0272', 'ramA', 'POB3', 'MTH_1328', 'silR', 'pcoR', 'tetR', 'nmcR']",9,"['LIGKKPHP_00001', 'LIGKKPHP_00017', 'LIGKKPHP_00018', 'LIGKKPHP_00088', 'LIGKKPHP_00092', 'LIGKKPHP_00112', 'LIGKKPHP_00135', 'LIGKKPHP_00137', 'LIGKKPHP_00142', 'LIGKKPHP_00158', 'LIGKKPHP_00180', 'LIGKKPHP_00186', 'LIGKKPHP_00191', 'LIGKKPHP_00270', 'LIGKKPHP_00282', 'LIGKKPHP_00283', 'LIGKKPHP_00290']",17
NZ_CP072804.1,69303,"['LINCOSAMIDE', 'STREPTOMYCIN', 'QUINOLONE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'KANAMYCIN', 'BETA-LACTAM']","['lnu(F)', 'aadA2', 'qnrS1', ""aph(3'')-Ib"", 'aph(6)-Id', ""aph(3')-Ia"", 'blaTEM-1']",7,"['Virulence regulon transcriptional activator VirB (Cell invasion regulator InvE)', 'Tetracycline repressor protein class H', 'Uncharacterized HTH-type transcriptional regulator YobV']","['virB invE', 'tetR', 'yobV BSU19100']","['virB', 'tetR', 'yobV']",3,"['DJAJINIJ_00007', 'DJAJINIJ_00040', 'DJAJINIJ_00057', 'DJAJINIJ_00058']",4
NZ_CP072805.1,1944,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP072806.1,91225,"['STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'QUINOLONE', 'CHLORAMPHENICOL;FLORFENICOL', 'TETRACYCLINE']","['aph(6)-Id', ""aph(3'')-Ib"", 'sul2', 'qnrS2', 'floR', 'tet(A)']",6,"['HTH-type transcriptional regulator YdeO', 'Cyclic di-GMP-binding protein (Cellulose synthase regulatory subunit)', 'HTH-type transcriptional regulator GbdR (Glycine betaine/dimethylglycine responsive regulator)', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'Tetracycline repressor protein class A from transposon 1721']","['Z2209 ECs2104', 'bcsB yhjN b3532 JW3500', 'gbdR PA5380', 'nmcR', 'tetR']","['Z2209', 'bcsB', 'gbdR', 'nmcR', 'tetR']",5,"['JGLLFGFP_00005', 'JGLLFGFP_00017', 'JGLLFGFP_00030', 'JGLLFGFP_00047', 'JGLLFGFP_00052', 'JGLLFGFP_00058', 'JGLLFGFP_00061', 'JGLLFGFP_00084', 'JGLLFGFP_00091', 'JGLLFGFP_00096', 'JGLLFGFP_00101', 'JGLLFGFP_00104']",12
NZ_CP072807.1,110314,"['TETRACYCLINE', 'TETRACYCLINE', 'CHLORAMPHENICOL;FLORFENICOL', 'BETA-LACTAM', 'STREPTOMYCIN', 'KANAMYCIN', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE']","['tet(X)', 'tet(X)', 'floR', 'blaTEM-215', 'aadA22', ""aph(3')-Ia"", 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2']",9,"['Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'Transcriptional activator RamA', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)']","['nmcR', 'ramA', 'finO', 'repA2 copB']","['nmcR', 'ramA', 'finO', 'repA2']",4,"['EOAKENCL_00010', 'EOAKENCL_00017', 'EOAKENCL_00031', 'EOAKENCL_00103', 'EOAKENCL_00118']",5
NZ_CP072859.1,116736,"['TETRACYCLINE', 'CHLORAMPHENICOL', 'QUINOLONE', 'TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'MACROLIDE']","['tet(B)', 'catA1', 'qepA4', 'dfrA12', 'aadA2', 'sul1', 'mph(A)', 'erm(B)']",8,"['Tetracycline repressor protein class B from transposon Tn10', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class H', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Transcriptional repressor protein KorC']","['tetR', 'Rv3488', 'yfiR BSU08370', 'tetR', 'repA2 copB', 'finO', 'korC']","['tetR', 'Rv3488', 'yfiR', 'tetR', 'repA2', 'finO', 'korC']",7,"['EMJMKMLN_00008', 'EMJMKMLN_00011', 'EMJMKMLN_00031', 'EMJMKMLN_00049', 'EMJMKMLN_00089', 'EMJMKMLN_00095', 'EMJMKMLN_00096', 'EMJMKMLN_00110', 'EMJMKMLN_00119']",9
NZ_CP072860.1,48637,['CARBAPENEM'],['blaOXA-181'],1,['None'],['None'],['None'],0,['HNAAOMIJ_00056'],1
NZ_CP072861.1,6202,"['STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE']","['aph(6)-Id', ""aph(3'')-Ib"", 'sul2']",3,['None'],['None'],['None'],0,['EMCHLFLN_00004'],1
NZ_CP072862.1,4073,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP072863.1,3424,['None'],['None'],0,['None'],['None'],['None'],0,"['MALKJBEA_00002', 'MALKJBEA_00004']",2
NZ_CP072864.1,2463,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP072977.1,144819,"['BLEOMYCIN', 'BETA-LACTAM', 'TRIMETHOPRIM', 'PHENICOL;QUINOLONE', 'PHENICOL;QUINOLONE', 'TETRACYCLINE', 'CHLORAMPHENICOL', 'FOSFOMYCIN', 'CEPHALOSPORIN', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'KANAMYCIN']","['bleO', 'blaTEM-1', 'dfrA17', 'oqxB', 'oqxA', 'tet(B)', 'catA1', 'fosA3', 'blaCTX-M-65', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id', ""aph(3')-Ia""]",13,"['Tetracycline repressor protein class B from transposon Tn10', 'Uncharacterized HTH-type transcriptional regulator YdfF', 'Phosphate regulon transcriptional regulatory protein PhoB', 'Replication regulatory protein repA2 (Protein CopB)', 'Arginine repressor', 'Replication regulatory protein RepA2 (Protein CopB)']","['tetR', 'ydfF BSU05390', 'phoB HI_1379', 'repA2 copB', 'argR VP0324', 'repA2 copB ECOK12F006']","['tetR', 'ydfF', 'phoB', 'repA2', 'argR', 'repA2']",6,"['IHJFPKMN_00006', 'IHJFPKMN_00020', 'IHJFPKMN_00025', 'IHJFPKMN_00027', 'IHJFPKMN_00068', 'IHJFPKMN_00071', 'IHJFPKMN_00072', 'IHJFPKMN_00115', 'IHJFPKMN_00122', 'IHJFPKMN_00131', 'IHJFPKMN_00147']",11
NZ_CP072978.1,107481,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['PJHNKGIL_00063', 'PJHNKGIL_00066', 'PJHNKGIL_00079', 'PJHNKGIL_00093', 'PJHNKGIL_00102']",5
NZ_CP072979.1,76593,"['CEPHALOSPORIN', 'BETA-LACTAM', 'QUINOLONE', 'TRIMETHOPRIM', 'CARBAPENEM']","['blaCTX-M-3', 'blaTEM-1', 'qnrS1', 'dfrA14', 'blaKPC-2']",5,"['TrfB transcriptional repressor protein (Regulatory protein KorA)', 'Uncharacterized HTH-type transcriptional regulator HI_1251', 'Trans-acting regulatory protein HvrA']","['trfB korA', 'HI_1251', 'hvrA']","['trfB', 'HI_1251', 'hvrA']",3,"['ACPGFANE_00007', 'ACPGFANE_00010', 'ACPGFANE_00027', 'ACPGFANE_00044', 'ACPGFANE_00080', 'ACPGFANE_00081', 'ACPGFANE_00083', 'ACPGFANE_00086', 'ACPGFANE_00089']",9
NZ_CP072981.1,94463,"['CARBAPENEM', 'RIFAMYCIN', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN', 'QUINOLONE', 'TRIMETHOPRIM', 'BETA-LACTAM', 'CEPHALOSPORIN']","['blaKPC-2', 'arr-3', ""aac(6')-Ib-AKT"", 'qnrS1', 'dfrA14', 'blaTEM-1', 'blaCTX-M-3']",7,"['Uncharacterized HTH-type transcriptional regulator HI_1251', 'Trans-acting regulatory protein HvrA', 'TrfB transcriptional repressor protein (Regulatory protein KorA)', 'SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR']","['HI_1251', 'hvrA', 'trfB korA', 'yonR BSU21020']","['HI_1251', 'hvrA', 'trfB', 'yonR']",4,"['JMGMIMEG_00016', 'JMGMIMEG_00047', 'JMGMIMEG_00061', 'JMGMIMEG_00077', 'JMGMIMEG_00080', 'JMGMIMEG_00083', 'JMGMIMEG_00103', 'JMGMIMEG_00104', 'JMGMIMEG_00125']",9
NZ_CP072982.1,81324,"['STREPTOMYCIN', 'TETRACYCLINE', 'CEPHALOSPORIN', 'SULFONAMIDE']","['aph(6)-Id', 'tet(A)', 'blaCTX-M-27', 'sul2']",4,"['Tetracycline repressor protein class A from transposon 1721', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['tetR', 'repA2 copB', 'finO']","['tetR', 'repA2', 'finO']",3,"['LBJNCNJN_00003', 'LBJNCNJN_00067']",2
NZ_CP074195.1,47333,"['CARBAPENEM', 'BLEOMYCIN']","['blaNDM-19', 'ble-MBL']",2,['None'],['None'],['None'],0,"['HNOEPGJI_00001', 'HNOEPGJI_00050', 'HNOEPGJI_00051', 'HNOEPGJI_00052']",4
NZ_CP074702.1,219119,"['STREPTOMYCIN', 'STREPTOMYCIN', 'LINCOSAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'LINCOSAMIDE', 'STREPTOMYCIN', 'CEPHALOSPORIN', 'CEPHALOSPORIN']","['aadA1', 'aadA1', 'lnu(F)', 'aadA1', 'aadA1', 'lnu(F)', 'aadA1', 'blaCTX-M-9', 'blaCTX-M-9']",9,"['Probable tellurium resistance transcriptional regulator TerW', 'Uncharacterized HTH-type transcriptional regulator MJ0272']","['terW', 'MJ0272']","['terW', 'MJ0272']",2,"['LJJBGGJD_00001', 'LJJBGGJD_00015', 'LJJBGGJD_00016', 'LJJBGGJD_00026', 'LJJBGGJD_00027', 'LJJBGGJD_00087', 'LJJBGGJD_00202', 'LJJBGGJD_00230']",8
NZ_CP074703.1,116497,"['TETRACYCLINE', 'TRIMETHOPRIM', 'CHLORAMPHENICOL;FLORFENICOL', 'GENTAMICIN', 'BETA-LACTAM', 'BETA-LACTAM', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'KANAMYCIN', 'GENTAMICIN']","['tet(B)', 'dfrA17', 'floR', 'aac(3)-IIe', 'blaTEM-1', 'blaTEM-1', 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', ""aph(3')-Ia"", 'aac(3)-IId']",11,"['Uncharacterized HTH-type transcriptional regulator RhmR', 'Tetracycline repressor protein class B from transposon Tn10', 'Uncharacterized HTH-type transcriptional regulator YdfF', 'Fertility inhibition protein (Conjugal transfer repressor)']","['rhmR yfaX b2248 JW2242', 'tetR', 'ydfF BSU05390', 'finO L7001 ECO57PM64']","['rhmR', 'tetR', 'ydfF', 'finO']",4,"['PMHLELPM_00009', 'PMHLELPM_00025', 'PMHLELPM_00042', 'PMHLELPM_00043', 'PMHLELPM_00061', 'PMHLELPM_00094', 'PMHLELPM_00122']",7
NZ_CP074704.1,95168,['None'],['None'],0,"['Uncharacterized HTH-type transcriptional regulator YbaQ', 'SPbeta prophage-derived putative antirepressor protein YoqD']","['ybaQ b0483 JW0472', 'yoqD BSU20670']","['ybaQ', 'yoqD']",2,"['HDAMPDEI_00039', 'HDAMPDEI_00054', 'HDAMPDEI_00089', 'HDAMPDEI_00109', 'HDAMPDEI_00111']",5
NZ_CP074705.1,72074,"['FOSFOMYCIN', 'MACROLIDE']","['fosA4', 'mph(A)']",2,"['Response regulator protein GraR (Glycopeptide resistance-associated protein R)', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein RepA2 (Protein CopB)']","['graR SAR0669', 'yfiR BSU08370', 'finO', 'repA2 copB ECOK12F006']","['graR', 'yfiR', 'finO', 'repA2']",4,"['HNEKDMJG_00040', 'HNEKDMJG_00068']",2
NZ_CP074706.1,8910,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075628.1,118361,['None'],['None'],0,"['HTH-type transcriptional regulator PapX', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['papX', 'repA2 copB', 'finO']","['papX', 'repA2', 'finO']",3,"['JLIJAFBM_00003', 'JLIJAFBM_00025', 'JLIJAFBM_00030', 'JLIJAFBM_00076', 'JLIJAFBM_00082', 'JLIJAFBM_00085', 'JLIJAFBM_00098', 'JLIJAFBM_00116', 'JLIJAFBM_00117']",9
NZ_CP075629.1,100109,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['INGEFDGP_00016', 'INGEFDGP_00026', 'INGEFDGP_00042', 'INGEFDGP_00096']",4
NZ_CP075630.1,8121,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075631.1,1550,['None'],['None'],0,['None'],['None'],['None'],0,['IPJCFEIM_00001'],1
NZ_CP075633.1,120602,['None'],['None'],0,"['HTH-type transcriptional regulator PapX', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)']","['papX', 'finO', 'repA2 copB repB CP0258']","['papX', 'finO', 'repA2']",3,"['COMLJIHJ_00003', 'COMLJIHJ_00006', 'COMLJIHJ_00047', 'COMLJIHJ_00048', 'COMLJIHJ_00049', 'COMLJIHJ_00063', 'COMLJIHJ_00089']",7
NZ_CP075634.1,119131,['None'],['None'],0,['HTH-type transcriptional repressor NanR'],['nanR SBG_2969'],['nanR'],1,"['MKCHIGAE_00001', 'MKCHIGAE_00010', 'MKCHIGAE_00037', 'MKCHIGAE_00047', 'MKCHIGAE_00056', 'MKCHIGAE_00084', 'MKCHIGAE_00086']",7
NZ_CP075635.1,5599,['None'],['None'],0,"['Uncharacterized HTH-type transcriptional regulator MJ1545', 'Spindlin interactor and repressor of chromatin-binding protein (SPIN1-docking protein) (SPIN-DOC)']","['MJ1545', 'Spindoc']","['MJ1545', 'Spindoc']",2,['AEGHDOCO_00001'],1
NZ_CP075636.1,2465,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075637.1,1604,['None'],['None'],0,['None'],['None'],['None'],0,['JJLEMFON_00001'],1
NZ_CP075638.1,1549,['None'],['None'],0,['None'],['None'],['None'],0,['IMFAGFFC_00001'],1
NZ_CP075639.1,5937,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075641.1,133042,['None'],['None'],0,"['HTH-type transcriptional regulator PapX', 'Major pilu subunit operon regulatory protein PapB', 'Replication regulatory protein RepA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['papX', 'papB', 'repA2 copB ECOK12F006', 'finO']","['papX', 'papB', 'repA2', 'finO']",4,"['HPAGCJIE_00004', 'HPAGCJIE_00013', 'HPAGCJIE_00025', 'HPAGCJIE_00026', 'HPAGCJIE_00032', 'HPAGCJIE_00042', 'HPAGCJIE_00045', 'HPAGCJIE_00050', 'HPAGCJIE_00105', 'HPAGCJIE_00121']",10
NZ_CP075642.1,42893,['None'],['None'],0,['HTH-type transcriptional repressor NsrR'],['nsrR VV3063'],['nsrR'],1,"['BJILCINE_00001', 'BJILCINE_00009', 'BJILCINE_00017']",3
NZ_CP075643.1,7769,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075644.1,6996,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075645.1,6755,['None'],['None'],0,['None'],['None'],['None'],0,['LACEBOIJ_00005'],1
NZ_CP075646.1,6684,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075647.1,3495,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075648.1,3065,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075650.1,8122,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075651.1,5929,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075653.1,111931,['None'],['None'],0,"['HTH-type transcriptional regulator PapX', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['papX', 'repA2 copB repB CP0258', 'finO']","['papX', 'repA2', 'finO']",3,"['OAOJLHLC_00003', 'OAOJLHLC_00038', 'OAOJLHLC_00039', 'OAOJLHLC_00045', 'OAOJLHLC_00108']",5
NZ_CP075654.1,106916,['None'],['None'],0,['FACT complex subunit SPT16 (Facilitates chromatin transcription complex subunit SPT16)'],['SPT16 UMAG_05568'],['SPT16'],1,"['NBABBIFO_00001', 'NBABBIFO_00013', 'NBABBIFO_00015', 'NBABBIFO_00023', 'NBABBIFO_00030', 'NBABBIFO_00056']",6
NZ_CP075655.1,61270,['None'],['None'],0,['None'],['None'],['None'],0,"['MGLLPGLE_00002', 'MGLLPGLE_00014', 'MGLLPGLE_00028', 'MGLLPGLE_00035', 'MGLLPGLE_00048']",5
NZ_CP075656.1,7685,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075657.1,6745,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075658.1,3564,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075659.1,3138,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075662.1,838,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075664.1,118524,['None'],['None'],0,"['HTH-type transcriptional regulator PapX', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['papX', 'repA2 copB', 'finO']","['papX', 'repA2', 'finO']",3,"['OOEPEAPN_00003', 'OOEPEAPN_00025', 'OOEPEAPN_00030', 'OOEPEAPN_00076', 'OOEPEAPN_00082', 'OOEPEAPN_00085', 'OOEPEAPN_00098', 'OOEPEAPN_00116', 'OOEPEAPN_00117']",9
NZ_CP075666.1,129936,['None'],['None'],0,['HTH-type transcriptional repressor NanR'],['nanR EAE_03260'],['nanR'],1,"['LNFFEFHJ_00001', 'LNFFEFHJ_00013', 'LNFFEFHJ_00044', 'LNFFEFHJ_00059', 'LNFFEFHJ_00062', 'LNFFEFHJ_00067', 'LNFFEFHJ_00077', 'LNFFEFHJ_00086', 'LNFFEFHJ_00087']",9
NZ_CP075667.1,48759,['None'],['None'],0,['None'],['None'],['None'],0,"['KJAABKLG_00028', 'KJAABKLG_00045']",2
NZ_CP075668.1,36146,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB repB CP0258', 'finO']","['repA2', 'finO']",2,[],0
NZ_CP075669.1,7088,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075670.1,5970,['None'],['None'],0,['None'],['None'],['None'],0,['IIBFEBDJ_00004'],1
NZ_CP075671.1,5699,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075672.1,2683,['None'],['None'],0,['None'],['None'],['None'],0,['LNJPHJBO_00003'],1
NZ_CP075673.1,2631,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075674.1,2397,['None'],['None'],0,['None'],['None'],['None'],0,['GADNGDJM_00002'],1
NZ_CP075675.1,2226,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075677.1,1561,['None'],['None'],0,['None'],['None'],['None'],0,['FPKIKFLJ_00002'],1
NZ_CP075678.1,1549,['None'],['None'],0,['None'],['None'],['None'],0,['JNKLADDA_00001'],1
NZ_CP075679.1,1449,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP075698.1,106836,['None'],['None'],0,['Replication regulatory protein repA2 (Protein CopB)'],['repA2 copB'],['repA2'],1,"['PINENJKP_00004', 'PINENJKP_00015', 'PINENJKP_00029', 'PINENJKP_00035', 'PINENJKP_00049', 'PINENJKP_00064', 'PINENJKP_00065', 'PINENJKP_00089']",8
NZ_CP075699.1,90124,['None'],['None'],0,['None'],['None'],['None'],0,"['AJMEGJLN_00001', 'AJMEGJLN_00006', 'AJMEGJLN_00011', 'AJMEGJLN_00024', 'AJMEGJLN_00027', 'AJMEGJLN_00041']",6
NZ_CP075700.1,87928,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB', 'finO L7001 ECO57PM64']","['repA2', 'finO']",2,"['CNMHNHIO_00003', 'CNMHNHIO_00009', 'CNMHNHIO_00010', 'CNMHNHIO_00011', 'CNMHNHIO_00077', 'CNMHNHIO_00090', 'CNMHNHIO_00094']",7
NZ_CP075701.1,59821,['None'],['None'],0,['Transcriptional activatory protein CaiF'],['caiF SF0031 S0033'],['caiF'],1,['OEDJDMNK_00014'],1
NZ_CP075702.1,40793,['None'],['None'],0,"['HTH-type transcriptional regulator SinR', 'Transcriptional repressor protein KorC', 'TrfB transcriptional repressor protein (Regulatory protein KorA)', 'Transcriptional repressor protein KorB', 'Uncharacterized HTH-type transcriptional regulator HI_1476']","['sinR flaL sin', 'korC', 'trfB korA', 'korB', 'HI_1476']","['sinR', 'korC', 'trfB', 'korB', 'HI_1476']",5,"['MJECGFIO_00006', 'MJECGFIO_00017', 'MJECGFIO_00038']",3
NZ_CP075703.1,24413,['None'],['None'],0,['SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR'],['yonR BSU21020'],['yonR'],1,"['AKEJDIFC_00006', 'AKEJDIFC_00007']",2
